created_at,entry_id,field1,field2,field3,field4
2018-12-29 20:18:53 UTC,1515,22.909,,,
2018-12-29 20:19:18 UTC,1516,,47.944,,
2018-12-29 20:20:06 UTC,1517,,,,1
2018-12-29 20:20:29 UTC,1518,,,11.27910406677247,
2018-12-29 20:24:23 UTC,1519,22.896,,,
2018-12-29 20:24:48 UTC,1520,,47.941,,
2018-12-29 20:25:04 UTC,1521,,,,1
2018-12-29 20:25:28 UTC,1522,,,11.26626764696261,
2018-12-29 20:26:03 UTC,1523,,47.926,,
2018-12-29 20:30:07 UTC,1524,,,,1
2018-12-29 20:30:29 UTC,1525,,,11.26153370389091,
2018-12-29 20:31:08 UTC,1526,22.866,,,
2018-12-29 20:31:33 UTC,1527,22.853,,,
2018-12-29 20:31:58 UTC,1528,,47.875,,
2018-12-29 20:32:23 UTC,1529,,47.921,,
2018-12-29 20:35:05 UTC,1530,,,,1
2018-12-29 20:35:30 UTC,1531,,,11.22062955295131,
2018-12-29 20:37:28 UTC,1532,22.824,,,
2018-12-29 20:37:53 UTC,1533,,48.118,,
2018-12-29 20:38:18 UTC,1534,,48.078,,
2018-12-29 20:40:05 UTC,1535,,,,1
2018-12-29 20:40:29 UTC,1536,,,11.24357014980081,
2018-12-29 20:43:23 UTC,1537,22.754,,,
2018-12-29 20:43:48 UTC,1538,,48.110,,
2018-12-29 20:45:05 UTC,1539,,,,1
2018-12-29 20:45:28 UTC,1540,,,11.18958372241578,
2018-12-29 20:48:53 UTC,1541,22.741,,,
2018-12-29 20:49:18 UTC,1542,,48.150,,
2018-12-29 20:50:05 UTC,1543,,,,1
2018-12-29 20:50:29 UTC,1544,,,11.19025287276766,
2018-12-29 20:54:23 UTC,1545,22.698,,,
2018-12-29 20:54:48 UTC,1546,,48.161,,
2018-12-29 20:55:04 UTC,1547,,,,1
2018-12-29 20:55:28 UTC,1548,,,11.15435526954021,
2018-12-29 20:59:53 UTC,1549,22.642,,,
2018-12-29 21:00:18 UTC,1550,,48.179,,
2018-12-29 21:00:43 UTC,1551,,48.225,,
2018-12-29 21:05:12 UTC,1552,,,,1
2018-12-29 21:05:28 UTC,1553,,,11.12317199134537,
2018-12-29 21:05:48 UTC,1554,22.613,,,
2018-12-29 21:06:13 UTC,1555,,48.220,,
2018-12-29 21:10:06 UTC,1556,,,,1
2018-12-29 21:10:30 UTC,1557,,,11.09506137133185,
2018-12-29 21:11:18 UTC,1558,22.557,,,
2018-12-29 21:11:43 UTC,1559,,48.211,,
2018-12-29 21:15:07 UTC,1560,,,,1
2018-12-29 21:15:28 UTC,1561,,,11.04098475117502,
2018-12-29 21:16:48 UTC,1562,22.530,,,
2018-12-29 21:17:13 UTC,1563,,48.209,,
2018-12-29 21:20:05 UTC,1564,,,,1
2018-12-29 21:20:29 UTC,1565,,,11.01564504341501,
2018-12-29 21:22:19 UTC,1566,22.487,,,
2018-12-29 21:22:44 UTC,1567,,48.200,,
2018-12-29 21:25:05 UTC,1568,,,,1
2018-12-29 21:25:28 UTC,1569,,,10.9734684877234,
2018-12-29 21:27:49 UTC,1570,22.442,,,
2018-12-29 21:28:14 UTC,1571,22.442,,,
2018-12-29 21:28:39 UTC,1572,,48.081,,
2018-12-29 21:29:04 UTC,1573,,48.067,,
2018-12-29 21:30:07 UTC,1574,,,,1
2018-12-29 21:30:30 UTC,1575,,,10.89059528259255,
2018-12-29 21:34:09 UTC,1576,22.415,,,
2018-12-29 21:34:34 UTC,1577,,47.985,,
2018-12-29 21:35:05 UTC,1578,,,,1
2018-12-29 21:35:28 UTC,1579,,,10.84014396312769,
2018-12-29 21:39:39 UTC,1580,22.359,,,
2018-12-29 21:40:04 UTC,1581,,48.118,,
2018-12-29 21:40:29 UTC,1582,,,10.83063467428129,
2018-12-29 21:45:04 UTC,1583,,,,1
2018-12-29 21:45:29 UTC,1584,,,10.83063467428129,
2018-12-29 21:45:59 UTC,1585,22.330,,,
2018-12-29 21:46:24 UTC,1586,,48.136,,
2018-12-29 21:50:06 UTC,1587,,,,1
2018-12-29 21:50:30 UTC,1588,,,10.80973266824853,
2018-12-29 21:51:29 UTC,1589,22.399,,,
2018-12-29 21:51:54 UTC,1590,22.428,,,
2018-12-29 21:52:19 UTC,1591,,47.973,,
2018-12-29 21:55:04 UTC,1592,,,,1
2018-12-29 21:55:28 UTC,1593,,,10.84826554710394,
2018-12-29 21:57:24 UTC,1594,22.573,,,
2018-12-29 21:57:49 UTC,1595,,47.747,,
2018-12-29 22:00:06 UTC,1596,,,,1
2018-12-29 22:00:30 UTC,1597,,,10.90965355447153,
2018-12-29 22:02:54 UTC,1598,22.728,,,
2018-12-29 22:03:19 UTC,1599,,47.431,,
2018-12-29 22:05:10 UTC,1600,,,,1
2018-12-29 22:05:29 UTC,1601,,,10.95111519729496,
2018-12-29 22:08:24 UTC,1602,22.922,,,
2018-12-29 22:08:49 UTC,1603,,47.051,,
2018-12-29 22:10:05 UTC,1604,,,,1
2018-12-29 22:10:29 UTC,1605,,,11.00682778585125,
2018-12-29 22:13:55 UTC,1606,23.152,,,
2018-12-29 22:14:20 UTC,1607,,46.538,,
2018-12-29 22:15:05 UTC,1608,,,,1
2018-12-29 22:15:28 UTC,1609,,,11.05103317824389,
2018-12-29 22:19:25 UTC,1610,23.291,,,
2018-12-29 22:19:50 UTC,1611,,46.378,,
2018-12-29 22:20:06 UTC,1612,,,,1
2018-12-29 22:20:29 UTC,1613,,,11.12564721326443,
2018-12-29 22:24:55 UTC,1614,23.390,,,
2018-12-29 22:25:20 UTC,1615,,46.072,,
2018-12-29 22:30:06 UTC,1616,,,,1
2018-12-29 22:30:25 UTC,1617,23.403,,,
2018-12-29 22:30:50 UTC,1618,,46.055,,
2018-12-29 22:35:05 UTC,1619,,,,1
2018-12-29 22:35:28 UTC,1620,,,11.12201280428153,
2018-12-29 22:35:55 UTC,1621,23.403,,,
2018-12-29 22:36:20 UTC,1622,,46.017,,
2018-12-29 22:40:05 UTC,1623,,,,1
2018-12-29 22:40:29 UTC,1624,,,11.1095403537511,
2018-12-29 22:41:25 UTC,1625,23.459,,,
2018-12-29 22:41:50 UTC,1626,,45.876,,
2018-12-29 22:45:06 UTC,1627,,,,1
2018-12-29 22:45:29 UTC,1628,,,11.11412260199793,
2018-12-29 22:46:56 UTC,1629,23.433,,,
2018-12-29 22:47:21 UTC,1630,,45.899,,
2018-12-29 22:50:04 UTC,1631,,,,1
2018-12-29 22:50:29 UTC,1632,,,11.09804377737072,
2018-12-29 22:52:26 UTC,1633,23.446,,,
2018-12-29 22:52:51 UTC,1634,,45.885,,
2018-12-29 22:55:05 UTC,1635,,,,1
2018-12-29 22:55:28 UTC,1636,,,11.10526081775176,
2018-12-29 22:57:56 UTC,1637,23.446,,,
2018-12-29 22:58:21 UTC,1638,,45.861,,
2018-12-29 23:00:05 UTC,1639,,,,1
2018-12-29 23:00:30 UTC,1640,,,11.09735638876911,
2018-12-29 23:03:26 UTC,1641,23.403,,,
2018-12-29 23:03:51 UTC,1642,23.403,,,
2018-12-29 23:04:16 UTC,1643,,45.821,,
2018-12-29 23:05:10 UTC,1644,,,,1
2018-12-29 23:05:28 UTC,1645,,,11.04506424894102,
2018-12-29 23:09:21 UTC,1646,23.403,,,
2018-12-29 23:09:46 UTC,1647,,45.797,,
2018-12-29 23:10:07 UTC,1648,,,,1
2018-12-29 23:10:30 UTC,1649,,,11.03715251940581,
2018-12-29 23:11:01 UTC,1650,,45.783,,
2018-12-29 23:15:06 UTC,1651,,,,1
2018-12-29 23:15:29 UTC,1652,,,11.03253565615375,
2018-12-29 23:16:06 UTC,1653,23.376,,,
2018-12-29 23:16:31 UTC,1654,,45.849,,
2018-12-29 23:20:05 UTC,1655,,,,1
2018-12-29 23:20:29 UTC,1656,,,11.02973047363745,
2018-12-29 23:21:36 UTC,1657,23.278,,,
2018-12-29 23:22:01 UTC,1658,,45.879,,
2018-12-29 23:25:05 UTC,1659,,,,1
2018-12-29 23:25:29 UTC,1660,,,10.95045699582572,
2018-12-29 23:27:06 UTC,1661,23.264,,,
2018-12-29 23:27:31 UTC,1662,23.248,,,
2018-12-29 23:27:56 UTC,1663,,45.954,,
2018-12-29 23:30:05 UTC,1664,,,,1
2018-12-29 23:30:29 UTC,1665,,,10.94781114486625,
2018-12-29 23:33:03 UTC,1666,23.235,,,
2018-12-29 23:33:28 UTC,1667,,46.032,,
2018-12-29 23:33:53 UTC,1668,,46.007,,
2018-12-29 23:35:05 UTC,1669,,,,1
2018-12-29 23:35:29 UTC,1670,,,10.9533757641285,
2018-12-29 23:38:58 UTC,1671,23.165,,,
2018-12-29 23:39:22 UTC,1672,,46.036,,
2018-12-29 23:40:05 UTC,1673,,,,1
2018-12-29 23:40:29 UTC,1674,,,10.89917768989478,
2018-12-29 23:44:28 UTC,1675,23.093,,,
2018-12-29 23:44:53 UTC,1676,,46.104,,
2018-12-29 23:45:18 UTC,1677,,46.073,,
2018-12-29 23:50:05 UTC,1678,,,,1
2018-12-29 23:50:23 UTC,1679,23.021,,,
2018-12-29 23:50:48 UTC,1680,,46.113,,
2018-12-29 23:51:13 UTC,1681,,46.090,,
2018-12-29 23:51:38 UTC,1682,,46.067,,
2018-12-29 23:55:05 UTC,1683,,,,1
2018-12-29 23:55:30 UTC,1684,,,10.77826105538358,
2018-12-29 23:56:43 UTC,1685,22.952,,,
2018-12-29 23:57:11 UTC,1686,22.939,,,
2018-12-29 23:57:36 UTC,1687,,46.067,,
2018-12-30 00:00:06 UTC,1688,,,,1
2018-12-30 00:00:29 UTC,1689,,,10.7036203753461,
2018-12-30 00:02:43 UTC,1690,22.909,,,
2018-12-30 00:03:08 UTC,1691,,46.099,,
2018-12-30 00:05:08 UTC,1692,,,,1
2018-12-30 00:05:28 UTC,1693,,,10.68676892814111,
2018-12-30 00:08:13 UTC,1694,22.810,,,
2018-12-30 00:08:38 UTC,1695,,46.073,,
2018-12-30 00:10:05 UTC,1696,,,,1
2018-12-30 00:10:30 UTC,1697,,,10.58815329006976,
2018-12-30 00:13:46 UTC,1698,22.768,,,
2018-12-30 00:14:11 UTC,1699,,46.104,,
2018-12-30 00:15:04 UTC,1700,,,,1
2018-12-30 00:15:29 UTC,1701,,,10.56003817369522,
2018-12-30 00:19:16 UTC,1702,22.698,,,
2018-12-30 00:19:41 UTC,1703,,46.154,,
2018-12-30 00:20:06 UTC,1704,,,,1
2018-12-30 00:20:30 UTC,1705,,,10.51260851882828,
2018-12-30 00:20:56 UTC,1706,,46.174,,
2018-12-30 00:25:05 UTC,1707,,,,1
2018-12-30 00:25:29 UTC,1708,,,10.51912395341277,
2018-12-30 00:26:01 UTC,1709,22.599,,,
2018-12-30 00:26:26 UTC,1710,,46.201,,
2018-12-30 00:30:05 UTC,1711,,,,1
2018-12-30 00:30:30 UTC,1712,,,10.43775958362046,
2018-12-30 00:31:31 UTC,1713,22.573,,,
2018-12-30 00:31:56 UTC,1714,,46.268,,
2018-12-30 00:35:06 UTC,1715,,,,1
2018-12-30 00:35:28 UTC,1716,,,10.43585950646737,
2018-12-30 00:37:02 UTC,1717,22.501,,,
2018-12-30 00:37:54 UTC,1718,22.471,,,
2018-12-30 00:38:19 UTC,1719,,46.300,,
2018-12-30 00:40:05 UTC,1720,,,,1
2018-12-30 00:40:30 UTC,1721,,,10.35333521019248,
2018-12-30 00:43:24 UTC,1722,22.442,,,
2018-12-30 00:43:49 UTC,1723,,46.332,,
2018-12-30 00:45:05 UTC,1724,,,,1
2018-12-30 00:45:29 UTC,1725,,,10.33729282445607,
2018-12-30 00:48:54 UTC,1726,22.372,,,
2018-12-30 00:49:19 UTC,1727,,46.394,,
2018-12-30 00:49:44 UTC,1728,,46.378,,
2018-12-30 00:50:05 UTC,1729,,,,1
2018-12-30 00:50:29 UTC,1730,,,10.28841549294579,
2018-12-30 00:54:51 UTC,1731,22.330,,,
2018-12-30 00:55:06 UTC,1732,,,,1
2018-12-30 00:55:28 UTC,1733,,,10.2501461688434,
2018-12-30 00:56:07 UTC,1734,,46.467,,
2018-12-30 01:00:06 UTC,1735,,,,1
2018-12-30 01:00:29 UTC,1736,,,10.27892138491714,
2018-12-30 01:01:12 UTC,1737,22.260,,,
2018-12-30 01:01:38 UTC,1738,,46.452,,
2018-12-30 01:05:07 UTC,1739,,,,1
2018-12-30 01:05:28 UTC,1740,,,10.21027957944583,
2018-12-30 01:06:43 UTC,1741,22.204,,,
2018-12-30 01:07:08 UTC,1742,,46.538,,
2018-12-30 01:10:04 UTC,1743,,,,1
2018-12-30 01:10:30 UTC,1744,,,10.18698402507984,
2018-12-30 01:12:13 UTC,1745,22.161,,,
2018-12-30 01:12:38 UTC,1746,22.132,,,
2018-12-30 01:13:02 UTC,1747,,46.554,,
2018-12-30 01:15:05 UTC,1748,,,,1
2018-12-30 01:15:29 UTC,1749,,,10.12650227444966,
2018-12-30 01:18:08 UTC,1750,22.092,,,
2018-12-30 01:18:33 UTC,1751,22.092,,,
2018-12-30 01:18:58 UTC,1752,,46.603,,
2018-12-30 01:20:04 UTC,1753,,,,1
2018-12-30 01:20:30 UTC,1754,,,10.10580474225172,
2018-12-30 01:24:03 UTC,1755,22.063,,,
2018-12-30 01:24:28 UTC,1756,,46.671,,
2018-12-30 01:25:05 UTC,1757,,,,1
2018-12-30 01:25:28 UTC,1758,,,10.10121748638435,
2018-12-30 01:29:33 UTC,1759,22.007,,,
2018-12-30 01:29:58 UTC,1760,,46.723,,
2018-12-30 01:30:29 UTC,1761,,,10.06683473507636,
2018-12-30 01:35:03 UTC,1762,21.950,,,
2018-12-30 01:35:28 UTC,1763,,46.760,,
2018-12-30 01:40:06 UTC,1764,,,,1
2018-12-30 01:40:29 UTC,1765,,,10.02670394146181,
2018-12-30 01:40:58 UTC,1766,21.881,,,
2018-12-30 01:41:23 UTC,1767,21.881,,,
2018-12-30 01:41:48 UTC,1768,,46.859,,
2018-12-30 01:45:04 UTC,1769,,,,1
2018-12-30 01:45:28 UTC,1770,,,9.995435093166767,
2018-12-30 01:46:53 UTC,1771,21.849,,,
2018-12-30 01:47:18 UTC,1772,,46.905,,
2018-12-30 01:50:05 UTC,1773,,,,1
2018-12-30 01:50:29 UTC,1774,,,9.980930163854415,
2018-12-30 01:52:23 UTC,1775,21.793,,,
2018-12-30 01:52:48 UTC,1776,,46.941,,
2018-12-30 01:55:06 UTC,1777,,,,1
2018-12-30 01:55:28 UTC,1778,,,9.94131242226111,
2018-12-30 01:57:53 UTC,1779,21.793,,,
2018-12-30 01:58:18 UTC,1780,21.750,,,
2018-12-30 01:58:44 UTC,1781,,46.969,,
2018-12-30 02:00:06 UTC,1782,,,,1
2018-12-30 02:00:29 UTC,1783,,,9.910993253976361,
2018-12-30 02:03:49 UTC,1784,21.750,,,
2018-12-30 02:04:14 UTC,1785,,47.131,,
2018-12-30 02:05:09 UTC,1786,,,,1
2018-12-30 02:05:28 UTC,1787,,,9.962538685267328,
2018-12-30 02:09:19 UTC,1788,21.694,,,
2018-12-30 02:09:44 UTC,1789,,47.254,,
2018-12-30 02:10:05 UTC,1790,,,,1
2018-12-30 02:10:30 UTC,1791,,,9.950421143467993,
2018-12-30 02:14:49 UTC,1792,21.638,,,
2018-12-30 02:15:05 UTC,1793,,,,1
2018-12-30 02:15:28 UTC,1794,,,9.899270543202627,
2018-12-30 02:16:04 UTC,1795,,47.304,,
2018-12-30 02:20:06 UTC,1796,,,,1
2018-12-30 02:20:29 UTC,1797,,,9.915098860243733,
2018-12-30 02:21:09 UTC,1798,21.595,,,
2018-12-30 02:21:34 UTC,1799,,47.309,,
2018-12-30 02:25:04 UTC,1800,,,,1
2018-12-30 02:25:28 UTC,1801,,,9.877398480301361,
2018-12-30 02:26:39 UTC,1802,21.539,,,
2018-12-30 02:27:04 UTC,1803,,47.341,,
2018-12-30 02:27:29 UTC,1804,,47.304,,
2018-12-30 02:30:05 UTC,1805,,,,1
2018-12-30 02:30:29 UTC,1806,,,9.824658270197721,
2018-12-30 02:32:34 UTC,1807,21.513,,,
2018-12-30 02:32:59 UTC,1808,,47.312,,
2018-12-30 02:33:24 UTC,1809,,47.344,,
2018-12-30 02:33:49 UTC,1810,,47.323,,
2018-12-30 02:35:04 UTC,1811,,,,1
2018-12-30 02:35:28 UTC,1812,,,9.806911177022824,
2018-12-30 02:38:54 UTC,1813,21.456,,,
2018-12-30 02:39:19 UTC,1814,21.470,,,
2018-12-30 02:39:44 UTC,1815,,47.350,,
2018-12-30 02:40:06 UTC,1816,,,,1
2018-12-30 02:40:30 UTC,1817,,,9.776153561893919,
2018-12-30 02:44:49 UTC,1818,21.427,,,
2018-12-30 02:45:05 UTC,1819,,,,1
2018-12-30 02:45:28 UTC,1820,,,9.736864943342166,
2018-12-30 02:46:03 UTC,1821,,47.391,,
2018-12-30 02:50:04 UTC,1822,,,,1
2018-12-30 02:50:29 UTC,1823,,,9.749802345812716,
2018-12-30 02:51:08 UTC,1824,21.400,,,
2018-12-30 02:51:33 UTC,1825,,47.408,,
2018-12-30 02:55:05 UTC,1826,,,,1
2018-12-30 02:55:29 UTC,1827,,,9.730490289215984,
2018-12-30 02:56:38 UTC,1828,21.344,,,
2018-12-30 02:57:03 UTC,1829,,47.440,,
2018-12-30 03:00:06 UTC,1830,,,,1
2018-12-30 03:00:30 UTC,1831,,,9.689396414822701,
2018-12-30 03:02:08 UTC,1832,21.315,,,
2018-12-30 03:02:34 UTC,1833,,47.427,,
2018-12-30 03:02:58 UTC,1834,,47.446,,
2018-12-30 03:05:10 UTC,1835,,,,1
2018-12-30 03:05:28 UTC,1836,,,9.664781648800085,
2018-12-30 03:08:04 UTC,1837,21.286,,,
2018-12-30 03:08:29 UTC,1838,21.272,,,
2018-12-30 03:08:54 UTC,1839,21.272,,,
2018-12-30 03:09:18 UTC,1840,,47.504,,
2018-12-30 03:10:05 UTC,1841,,,,1
2018-12-30 03:10:29 UTC,1842,,,9.643727340293728,
2018-12-30 03:14:24 UTC,1843,21.243,,,
2018-12-30 03:14:49 UTC,1844,,47.497,,
2018-12-30 03:15:05 UTC,1845,,,,1
2018-12-30 03:15:28 UTC,1846,,,9.615017958205476,
2018-12-30 03:19:54 UTC,1847,21.200,,,
2018-12-30 03:20:19 UTC,1848,,47.495,,
2018-12-30 03:25:04 UTC,1849,,,,1
2018-12-30 03:25:24 UTC,1850,21.157,,,
2018-12-30 03:25:49 UTC,1851,,47.536,,
2018-12-30 03:26:14 UTC,1852,,47.510,,
2018-12-30 03:30:05 UTC,1853,,,,1
2018-12-30 03:30:29 UTC,1854,,,9.540489478707835,
2018-12-30 03:31:19 UTC,1855,21.131,,,
2018-12-30 03:31:44 UTC,1856,,47.559,,
2018-12-30 03:35:05 UTC,1857,,,,1
2018-12-30 03:35:29 UTC,1858,,,9.532103506177274,
2018-12-30 03:36:49 UTC,1859,21.115,,,
2018-12-30 03:37:14 UTC,1860,,47.564,,
2018-12-30 03:40:05 UTC,1861,,,,1
2018-12-30 03:40:30 UTC,1862,,,9.519043908164599,
2018-12-30 03:42:19 UTC,1863,21.072,,,
2018-12-30 03:42:44 UTC,1864,,47.556,,
2018-12-30 03:45:04 UTC,1865,,,,1
2018-12-30 03:45:28 UTC,1866,,,9.477220687295333,
2018-12-30 03:47:49 UTC,1867,21.059,,,
2018-12-30 03:48:14 UTC,1868,21.016,,,
2018-12-30 03:48:39 UTC,1869,,47.564,,
2018-12-30 03:50:05 UTC,1870,,,,1
2018-12-30 03:50:29 UTC,1871,,,9.428529062023713,
2018-12-30 03:53:44 UTC,1872,21.016,,,
2018-12-30 03:54:09 UTC,1873,21.016,,,
2018-12-30 03:54:34 UTC,1874,,47.546,,
2018-12-30 03:55:05 UTC,1875,,,,1
2018-12-30 03:55:28 UTC,1876,,,9.422885446742137,
2018-12-30 03:59:39 UTC,1877,20.989,,,
2018-12-30 04:00:04 UTC,1878,,47.630,,
2018-12-30 04:00:30 UTC,1879,,,9.42451579430295,
2018-12-30 04:05:09 UTC,1880,20.946,,,
2018-12-30 04:05:28 UTC,1881,,,9.385193561680111,
2018-12-30 04:05:59 UTC,1882,,47.637,,
2018-12-30 04:10:07 UTC,1883,,,,1
2018-12-30 04:10:29 UTC,1884,,,9.387384001084701,
2018-12-30 04:11:04 UTC,1885,20.933,,,
2018-12-30 04:11:29 UTC,1886,,47.634,,
2018-12-30 04:15:05 UTC,1887,,,,1
2018-12-30 04:15:29 UTC,1888,,,9.374556931528412,
2018-12-30 04:16:34 UTC,1889,20.890,,,
2018-12-30 04:16:59 UTC,1890,,47.684,,
2018-12-30 04:17:24 UTC,1891,,47.689,,
2018-12-30 04:20:05 UTC,1892,,,,1
2018-12-30 04:20:30 UTC,1893,,,9.35242829276919,
2018-12-30 04:22:29 UTC,1894,20.864,,,
2018-12-30 04:22:54 UTC,1895,20.848,,,
2018-12-30 04:23:19 UTC,1896,,47.730,,
2018-12-30 04:25:04 UTC,1897,,,,1
2018-12-30 04:25:29 UTC,1898,,,9.326816283058477,
2018-12-30 04:28:24 UTC,1899,20.864,,,
2018-12-30 04:28:49 UTC,1900,,47.669,,
2018-12-30 04:30:06 UTC,1901,,,,1
2018-12-30 04:30:29 UTC,1902,,,9.322398456715963,
2018-12-30 04:33:54 UTC,1903,20.792,,,
2018-12-30 04:34:20 UTC,1904,,47.758,,
2018-12-30 04:35:05 UTC,1905,,,,1
2018-12-30 04:35:29 UTC,1906,,,9.284324907722059,
2018-12-30 04:39:25 UTC,1907,20.778,,,
2018-12-30 04:39:50 UTC,1908,,47.790,,
2018-12-30 04:40:06 UTC,1909,,,,1
2018-12-30 04:40:29 UTC,1910,,,9.281492820758347,
2018-12-30 04:44:55 UTC,1911,20.778,,,
2018-12-30 04:45:20 UTC,1912,,47.747,,
2018-12-30 04:50:04 UTC,1913,,,,1
2018-12-30 04:50:25 UTC,1914,20.735,,,
2018-12-30 04:50:50 UTC,1915,,47.802,,
2018-12-30 04:55:05 UTC,1916,,,,1
2018-12-30 04:55:28 UTC,1917,,,9.24589036740282,
2018-12-30 04:55:55 UTC,1918,20.693,,,
2018-12-30 04:56:20 UTC,1919,,47.779,,
2018-12-30 05:00:07 UTC,1920,,,,1
2018-12-30 05:00:30 UTC,1921,,,9.200299903171876,
2018-12-30 05:01:25 UTC,1922,20.679,,,
2018-12-30 05:01:51 UTC,1923,20.679,,,
2018-12-30 05:02:16 UTC,1924,20.666,,,
2018-12-30 05:02:41 UTC,1925,,47.843,,
2018-12-30 05:05:12 UTC,1926,,,,1
2018-12-30 05:05:28 UTC,1927,,,9.195518626757675,
2018-12-30 05:07:46 UTC,1928,20.666,,,
2018-12-30 05:08:11 UTC,1929,20.650,,,
2018-12-30 05:08:36 UTC,1930,,47.857,,
2018-12-30 05:10:05 UTC,1931,,,,1
2018-12-30 05:10:29 UTC,1932,,,9.185231959654855,
2018-12-30 05:13:41 UTC,1933,20.607,,,
2018-12-30 05:14:06 UTC,1934,,47.921,,
2018-12-30 05:15:05 UTC,1935,,,,1
2018-12-30 05:15:29 UTC,1936,,,9.165767031473225,
2018-12-30 05:19:12 UTC,1937,20.591,,,
2018-12-30 05:19:37 UTC,1938,,47.900,,
2018-12-30 05:20:06 UTC,1939,,,,1
2018-12-30 05:20:29 UTC,1940,,,9.144602208929905,
2018-12-30 05:24:42 UTC,1941,20.565,,,
2018-12-30 05:25:05 UTC,1942,,,,1
2018-12-30 05:25:28 UTC,1943,,,9.12080708084684,
2018-12-30 05:25:57 UTC,1944,,47.982,,
2018-12-30 05:26:22 UTC,1945,,47.932,,
2018-12-30 05:26:47 UTC,1946,,47.959,,
2018-12-30 05:30:05 UTC,1947,,,,1
2018-12-30 05:30:29 UTC,1948,,,9.139118163099093,
2018-12-30 05:31:52 UTC,1949,20.535,,,
2018-12-30 05:32:17 UTC,1950,,48.003,,
2018-12-30 05:35:05 UTC,1951,,,,1
2018-12-30 05:35:28 UTC,1952,,,9.12529783763185,
2018-12-30 05:37:22 UTC,1953,20.522,,,
2018-12-30 05:37:47 UTC,1954,,48.032,,
2018-12-30 05:40:05 UTC,1955,,,,1
2018-12-30 05:40:29 UTC,1956,,,9.12238007884403,
2018-12-30 05:42:53 UTC,1957,20.495,,,
2018-12-30 05:43:18 UTC,1958,,48.064,,
2018-12-30 05:45:04 UTC,1959,,,,1
2018-12-30 05:45:29 UTC,1960,,,9.107565976464043,
2018-12-30 05:48:23 UTC,1961,20.452,,,
2018-12-30 05:48:48 UTC,1962,20.452,,,
2018-12-30 05:49:13 UTC,1963,,48.083,,
2018-12-30 05:49:38 UTC,1964,,48.058,,
2018-12-30 05:50:06 UTC,1965,,,,1
2018-12-30 05:50:30 UTC,1966,,,9.066339178770106,
2018-12-30 05:54:43 UTC,1967,20.452,,,
2018-12-30 05:55:06 UTC,1968,,,,1
2018-12-30 05:55:28 UTC,1969,,,9.066339178770106,
2018-12-30 05:55:58 UTC,1970,,48.101,,
2018-12-30 06:00:07 UTC,1971,,,,1
2018-12-30 06:00:29 UTC,1972,,,9.07963690771723,
2018-12-30 06:01:03 UTC,1973,20.423,,,
2018-12-30 06:01:28 UTC,1974,,48.147,,
2018-12-30 06:05:10 UTC,1975,,,,1
2018-12-30 06:05:29 UTC,1976,,,9.06729275978762,
2018-12-30 06:06:33 UTC,1977,20.396,,,
2018-12-30 06:06:58 UTC,1978,,48.170,,
2018-12-30 06:10:04 UTC,1979,,,,1
2018-12-30 06:10:30 UTC,1980,,,9.049665661762619,
2018-12-30 06:12:03 UTC,1981,20.380,,,
2018-12-30 06:12:28 UTC,1982,,48.214,,
2018-12-30 06:15:05 UTC,1983,,,,1
2018-12-30 06:15:28 UTC,1984,,,9.048583762643569,
2018-12-30 06:17:33 UTC,1985,20.367,,,
2018-12-30 06:17:58 UTC,1986,20.354,,,
2018-12-30 06:18:23 UTC,1987,20.340,,,
2018-12-30 06:18:48 UTC,1988,,48.220,,
2018-12-30 06:20:05 UTC,1989,,,,1
2018-12-30 06:20:29 UTC,1990,,,9.013794414049304,
2018-12-30 06:23:53 UTC,1991,20.324,,,
2018-12-30 06:24:18 UTC,1992,,48.287,,
2018-12-30 06:25:05 UTC,1993,,,,1
2018-12-30 06:25:29 UTC,1994,,,9.019773216368048,
2018-12-30 06:29:23 UTC,1995,20.324,,,
2018-12-30 06:29:48 UTC,1996,,48.321,,
2018-12-30 06:30:05 UTC,1997,,,,1
2018-12-30 06:30:30 UTC,1998,,,9.030234855685581,
2018-12-30 06:34:54 UTC,1999,20.284,,,
2018-12-30 06:35:19 UTC,2000,,48.330,,
2018-12-30 06:40:06 UTC,2001,,,,1
2018-12-30 06:40:24 UTC,2002,20.284,,,
2018-12-30 06:40:49 UTC,2003,,48.457,,
2018-12-30 06:45:04 UTC,2004,,,,1
2018-12-30 06:45:28 UTC,2005,,,9.035355543576614,
2018-12-30 06:45:54 UTC,2006,20.340,,,
2018-12-30 06:46:19 UTC,2007,,48.394,,
2018-12-30 06:50:05 UTC,2008,,,,1
2018-12-30 06:50:29 UTC,2009,,,9.067336720248056,
2018-12-30 06:51:24 UTC,2010,20.509,,,
2018-12-30 06:51:49 UTC,2011,20.509,,,
2018-12-30 06:52:14 UTC,2012,,48.237,,
2018-12-30 06:55:06 UTC,2013,,,,1
2018-12-30 06:55:28 UTC,2014,,,9.17383690496821,
2018-12-30 06:57:19 UTC,2015,20.722,,,
2018-12-30 06:57:44 UTC,2016,,47.909,,
2018-12-30 07:00:06 UTC,2017,,,,1
2018-12-30 07:00:30 UTC,2018,,,9.267287638859129,
2018-12-30 07:02:49 UTC,2019,20.904,,,
2018-12-30 07:03:14 UTC,2020,,47.630,,
2018-12-30 07:05:08 UTC,2021,,,,1
2018-12-30 07:05:28 UTC,2022,,,9.346785259880091,
2018-12-30 07:08:19 UTC,2023,21.131,,,
